doc_id	timestamp	notes
1	2020-05-27 23:47	在世界仍處在威脅之際，如何保持社交距離也成為全球的共同課題；速食業者漢堡王也在德國隆重推出社交距離王冠
2	2020-05-27 23:30	音室演唱、拍攝。派對於在、上架播出，碰上攪局，未能大力宣傳，但在累計觀看次數已突破萬次，尤其
3	2020-05-27 23:29	責任。對於核磁共振儀器尚未到位，鄭安理解釋，主要是因為今年初的總統大選，以及後來的影響，造成程序變慢，但相關問題都已經解決了，第一、二台預計將分別於、裝好。永齡基金會執行長
4	2020-05-27 23:29	給家鄉將軍區的長輩和北台南家扶中心扶助學童，超過人受惠。請見，，。
5	2020-05-27 23:09	來的境外生，學校會撥出經費，負責他們提早來台個半月期間的住宿。請見，，。
6	2020-05-27 22:46	為了對抗，國內積極研發疫苗，但有專家認為，政府並未將開發疫苗當成自己的責任，法令規定未依緊急情況釋出彈性，恐造成步伐落後其他國家。
7	2020-05-27 22:42	副總統賴清德日前到國家衛生研究院了解疫苗研發進度，並指最快今年秋季進入人體試驗。國衛院表示，候選疫苗從幾種選到如今不到種，均已
8	2020-05-27 22:39	路透報導，國際信評機構標普全球最新分析顯示，受到和防疫措施的衝擊，全球面臨降評風險的企業及國家數被推升至歷史新高，近
9	2020-05-27 22:38	外界擔心可能流感化、每年來一次，因此將疫苗視為終結這場戰局的利器，但專家認為，由於與流感特性不同，不一定會出現
10	2020-05-27 22:35	姆菲爾德在今天宣布，紐西蘭最後一位確診病患已經康復出院，目前全國已經沒有確診病例，且已連續
11	2020-05-27 22:35	雖然稍有趨緩，但有專家，美元需求在爆發期間上升，美國聯準會隨之和更多國家的央行建立美元互換安排，讓美元更容
12	2020-05-27 22:30	中部長台南行，遊什麼、吃什麼、用什麼將會在明天對外大公開。請見，，。
13	2020-05-27 22:30	持續在全球蔓延，許多國家向中國下訂大量口罩和防疫物資來對抗新冠病毒，不料許多國家抱怨中國防疫物資的品質和價格不穩定，而澳洲政府也因不
14	2020-05-27 22:28	文／江美雪特發性肺纖維化疾病是一種不明原因的慢性、漸進性纖維化肺炎，常見於中老年人。在台灣，約人罹患此疾病，初期症狀不明顯，單靠藥物治療效果有限。多篇研究建議，配
15	2020-05-27 22:28	西索拉克說，從起，他也將開放最多人參與的宗教活動。為了阻止傳播，西索拉克在週前採取前所未有的措施，關閉了賭場。賭場一向為拉斯維
16	2020-05-27 22:26	歐洲足壇先前因肆虐而全面停擺，葡萄牙巨星羅雖然暫時沒比賽可踼，仍透過官方社群帳號與廣大
17	2020-05-27 22:20	中研院研發的候選疫苗已出現可抑制病毒的中和抗體，預計下半年可進入人體臨床試驗。病毒感染人體，主要是透過病毒上的蛋
18	2020-05-27 22:17	因應，不少國家邊境進行管制，何時可以恢復昔日自由往返海外，是許多民眾關心的議題，但公衛界、醫學界認為，恐怕未來一年內、半年內出國都
19	2020-05-27 22:07	打擊經濟，除了緊急紓困以外，為了促進經濟穩健增長，歐盟執委會今天宣佈了億歐元的復甦資金，但由於規
20	2020-05-27 22:02	、重生派、全能神教會等宗教團體被列入邪教名單後，廣大信徒遭到嚴重迫害。報導稱，期間，僅至，至少有名全能神教會成員被抓捕，人被判刑。寒冬雜誌更以呼喊派及重生
21	2020-05-27 21:59	日本境內趨緩，但首相安倍晉三宣布對所有家庭發放布口罩，截至配達量才成，難以達成厚生勞動省本月底全數配送的目標。
22	2020-05-27 21:56	因應全球影響，國際快遞台灣分公司今天表示，已實施多項防疫措施，其中，包括協助新北市政府運送數千件個人防疫物資至其姐妹市。
23	2020-05-27 21:53	嚴重程度減弱，同時美國各州也陸續宣布解封，由於投資人懷抱經濟重新開放的樂觀情緒，美股在本週開盤連續第天大幅上漲，道指開盤
24	2020-05-27 21:35	日本首相安倍晉三表示，確實是由中國擴散到全世界，對此，中國外交部發言人趙立堅回應此事時，批評日本政治盲從，重申此事應交由科學家
